Submission ID,Common Name,Scientific Name,Taxonomic Order,Count,State/Province,County,Location ID,Location,Latitude,Longitude,Date,Time,Protocol,Duration (Min),All Obs Reported,Distance Traveled (km),Area Covered (ha),Number of Observers,Breeding Code,Observation Details,Checklist Comments,ML Catalog Numbers
S42644472,Red-breasted Merganser,Mergus serrator,728,6,US-VA,Hampton,L604728,Fort Monroe,37.0039407,-76.3073874,2018-02-10,01:01 PM,eBird - Traveling Count,35,1,.805,,1
S32620520,Red-breasted Merganser,Mergus serrator,728,2,US-VA,Hampton,L718480,Grandview Nature Preserve,37.0869534,-76.2774324,2016-11-19,07:10 AM,eBird - Traveling Count,360,1,8.851,,1
S33078181,Red-breasted Merganser,Mergus serrator,728,6,US-VA,Hampton,L718480,Grandview Nature Preserve,37.0869534,-76.2774324,2016-12-18,08:30 AM,eBird - Traveling Count,180,1,6.437,,1
S37739393,Red-breasted Merganser,Mergus serrator,728,1,US-VA,Hampton,L718480,Grandview Nature Preserve,37.0869534,-76.2774324,2017-06-22,07:29 AM,eBird - Traveling Count,300,1,8.047,,1,,,,61729521
S41772498,Red-breasted Merganser,Mergus serrator,728,28,US-VA,Hampton,L718480,Grandview Nature Preserve,37.0869534,-76.2774324,2018-01-09,08:33 AM,eBird - Traveling Count,270,1,6.437,,1
S44555203,Red-breasted Merganser,Mergus serrator,728,1,US-VA,Hampton,L718480,Grandview Nature Preserve,37.0869534,-76.2774324,2018-04-14,07:13 AM,eBird - Traveling Count,150,1,3.219,,1
S42642164,Red-breasted Merganser,Mergus serrator,728,1,US-VA,Hampton,L5160880,Phoebus Waterfront Park,37.0146028,-76.3181403,2018-02-10,12:19 PM,eBird - Stationary Count,5,1,,,1
S35299884,Red-breasted Merganser,Mergus serrator,728,1,US-FL,Hernando,L499776,"Weekiwachee Preserve, east of Shoal Line Boulevard",28.4630323,-82.634697,2017-03-19,11:30 AM,eBird - Traveling Count,90,1,4.828,,1
S78263287,Red-breasted Merganser,Mergus serrator,728,9,US-VA,James City,L718829,York River State Park,37.414,-76.7147,2020-12-30,09:47 AM,eBird - Traveling Count,194,1,6.437,,2
S52021449,Red-breasted Merganser,Mergus serrator,728,1,US-VA,Newport News,L8491095,"245 Chesapeake Ave, Newport News US-VA (36.9863,-76.3923)",36.986328,-76.392327,2019-01-25,10:58 AM,eBird - Traveling Count,22,1,.161,,1
S41794094,Red-breasted Merganser,Mergus serrator,728,1,US-VA,Newport News,L718297,Anderson Park,36.9808722,-76.3984537,2018-01-10,11:22 AM,eBird - Traveling Count,60,1,.161,,1
S43348934,Red-breasted Merganser,Mergus serrator,728,2,US-VA,Newport News,L718297,Anderson Park,36.9808722,-76.3984537,2018-03-03,03:06 PM,eBird - Traveling Count,45,1,.402,,1,,,"53. Strong, gusty winds. "
S52090247,Red-breasted Merganser,Mergus serrator,728,5,US-VA,Newport News,L718297,Anderson Park,36.9808722,-76.3984537,2019-01-27,08:17 AM,eBird - Traveling Count,45,1,.322,,1
S67557155,Red-breasted Merganser,Mergus serrator,728,3,US-VA,Newport News,L718297,Anderson Park,36.9808722,-76.3984537,2020-04-20,06:42 PM,eBird - Traveling Count,48,1,1.335,,1,,,Lovely to see the night-herons back and at it.
S67619364,Red-breasted Merganser,Mergus serrator,728,3,US-VA,Newport News,L718297,Anderson Park,36.9808722,-76.3984537,2020-04-22,06:29 AM,eBird - Traveling Count,60,1,.322,,1,,,,226117951
S67691371,Red-breasted Merganser,Mergus serrator,728,4,US-VA,Newport News,L718297,Anderson Park,36.9808722,-76.3984537,2020-04-23,03:46 PM,eBird - Traveling Count,110,1,3.537,,1,,,,226570781
S82754925,Red-breasted Merganser,Mergus serrator,728,1,US-VA,Newport News,L718297,Anderson Park,36.9808722,-76.3984537,2021-03-04,03:39 PM,eBird - Traveling Count,28,1,.483,,1,,,"Wild number of LBBG for the peninsula. Between here and King-Lincoln at least 15, though that feels conservative."
S82821544,Red-breasted Merganser,Mergus serrator,728,70,US-VA,Newport News,L718297,Anderson Park,36.9808722,-76.3984537,2021-03-05,05:26 PM,eBird - Stationary Count,10,1,,,1,,Conservative
S86177657,Red-breasted Merganser,Mergus serrator,728,9,US-VA,Newport News,L718297,Anderson Park,36.9808722,-76.3984537,2021-04-23,03:17 PM,eBird - Stationary Count,18,0,,,1
S99770624,Red-breasted Merganser,Mergus serrator,728,1,US-VA,Newport News,L718297,Anderson Park,36.9808722,-76.3984537,2021-12-31,02:59 PM,eBird - Traveling Count,25,1,.322,,2
S100357929,Red-breasted Merganser,Mergus serrator,728,3,US-VA,Newport News,L718297,Anderson Park,36.9808722,-76.3984537,2022-01-08,12:17 PM,eBird - Traveling Count,20,0,.322,,1
S101267020,Red-breasted Merganser,Mergus serrator,728,2,US-VA,Newport News,L718297,Anderson Park,36.9808722,-76.3984537,2022-01-22,02:47 PM,eBird - Traveling Count,29,1,1.347,,2
S106317707,Red-breasted Merganser,Mergus serrator,728,1,US-VA,Newport News,L718297,Anderson Park,36.9808722,-76.3984537,2022-04-05,07:22 AM,eBird - Traveling Count,32,1,.483,,1
S106454461,Red-breasted Merganser,Mergus serrator,728,9,US-VA,Newport News,L718297,Anderson Park,36.9808722,-76.3984537,2022-04-07,08:53 AM,eBird - Traveling Count,38,1,.322,,1
S41724060,Red-breasted Merganser,Mergus serrator,728,5,US-VA,Newport News,L5292802,King-Lincoln Park,36.9686017,-76.4106631,2018-01-07,03:43 PM,eBird - Traveling Count,60,1,1.609,,1
S41753428,Red-breasted Merganser,Mergus serrator,728,16,US-VA,Newport News,L5292802,King-Lincoln Park,36.9686017,-76.4106631,2018-01-08,02:56 PM,eBird - Traveling Count,120,1,1.127,,1
S41796546,Red-breasted Merganser,Mergus serrator,728,1,US-VA,Newport News,L5292802,King-Lincoln Park,36.9686017,-76.4106631,2018-01-10,12:52 PM,eBird - Traveling Count,60,1,.644,,1
S41874161,Red-breasted Merganser,Mergus serrator,728,2,US-VA,Newport News,L5292802,King-Lincoln Park,36.9686017,-76.4106631,2018-01-13,02:53 PM,eBird - Traveling Count,30,1,.322,,1
S42044959,Red-breasted Merganser,Mergus serrator,728,7,US-VA,Newport News,L5292802,King-Lincoln Park,36.9686017,-76.4106631,2018-01-18,11:16 AM,eBird - Traveling Count,45,1,.322,,1
S42091763,Red-breasted Merganser,Mergus serrator,728,7,US-VA,Newport News,L5292802,King-Lincoln Park,36.9686017,-76.4106631,2018-01-20,08:05 AM,eBird - Traveling Count,90,1,.402,,3,,,44° windy
S42440489,Red-breasted Merganser,Mergus serrator,728,14,US-VA,Newport News,L5292802,King-Lincoln Park,36.9686017,-76.4106631,2018-02-02,04:09 PM,eBird - Traveling Count,55,1,.483,,1,,,,84362861
S52019674,Red-breasted Merganser,Mergus serrator,728,1,US-VA,Newport News,L5292802,King-Lincoln Park,36.9686017,-76.4106631,2019-01-25,08:41 AM,eBird - Traveling Count,92,1,.322,,1
S52626694,Red-breasted Merganser,Mergus serrator,728,1,US-VA,Newport News,L5292802,King-Lincoln Park,36.9686017,-76.4106631,2019-02-12,11:21 AM,eBird - Traveling Count,45,1,.322,,1
S78278125,Red-breasted Merganser,Mergus serrator,728,2,US-VA,Newport News,L5292802,King-Lincoln Park,36.9686017,-76.4106631,2020-12-30,04:09 PM,eBird - Traveling Count,20,1,.206,,1
S78489441,Red-breasted Merganser,Mergus serrator,728,2,US-VA,Newport News,L5292802,King-Lincoln Park,36.9686017,-76.4106631,2021-01-02,12:18 PM,eBird - Traveling Count,30,1,.322,,1
S79937407,Red-breasted Merganser,Mergus serrator,728,80,US-VA,Newport News,L5292802,King-Lincoln Park,36.9686017,-76.4106631,2021-01-26,01:25 PM,eBird - Traveling Count,35,1,1.127,,1,,,,301595591
S80115898,Red-breasted Merganser,Mergus serrator,728,5,US-VA,Newport News,L5292802,King-Lincoln Park,36.9686017,-76.4106631,2021-01-30,08:27 AM,eBird - Traveling Count,71,1,1.721,,1
S80426004,Red-breasted Merganser,Mergus serrator,728,2,US-VA,Newport News,L5292802,King-Lincoln Park,36.9686017,-76.4106631,2021-02-04,03:44 PM,eBird - Stationary Count,20,1,,,1
S82700455,Red-breasted Merganser,Mergus serrator,728,4,US-VA,Newport News,L5292802,King-Lincoln Park,36.9686017,-76.4106631,2021-03-03,04:35 PM,eBird - Traveling Count,25,1,.451,,1
S101653961,Red-breasted Merganser,Mergus serrator,728,14,US-VA,Newport News,L5292802,King-Lincoln Park,36.9686017,-76.4106631,2022-01-29,12:08 PM,eBird - Traveling Count,40,1,.402,,1
S43756706,Red-breasted Merganser,Mergus serrator,728,1,US-VA,Newport News,L523043,Mariners' Museum Park/The Noland Trail,37.0514439,-76.478802,2018-03-18,03:15 PM,eBird - Traveling Count,45,1,.402,,1
S42420223,Red-breasted Merganser,Mergus serrator,728,1,US-VA,Newport News,L5257627,Riverfront Park,37.0284941,-76.4644991,2018-02-01,05:01 PM,eBird - Traveling Count,15,1,.161,,1
S41987871,Red-breasted Merganser,Mergus serrator,728,1,US-VA,Newport News,L3015438,Riverview Farm Park,37.0884939,-76.5302038,2018-01-17,10:24 AM,eBird - Traveling Count,20,1,.161,,1
S43527892,Red-breasted Merganser,Mergus serrator,728,23,US-VA,Northampton,L1133976,Kiptopeke SP--Fishing Pier,37.1666606,-75.9883332,2018-03-10,09:52 AM,eBird - Traveling Count,120,1,.483,,1,,,Sadly no SNBU to be found. 
S35229700,Red-breasted Merganser,Mergus serrator,728,1,US-FL,Pasco,L584788,Hudson Beach Park,28.3627699,-82.7099866,2017-03-17,08:16 AM,eBird - Stationary Count,30,1,,,1
S35250685,Red-breasted Merganser,Mergus serrator,728,1,US-FL,Pasco,L584788,Hudson Beach Park,28.3627699,-82.7099866,2017-03-18,08:23 AM,eBird - Traveling Count,30,1,.161,,1
S43383780,Red-breasted Merganser,Mergus serrator,728,6,US-VA,Poquoson,L2153527,Messick Point,37.110145,-76.3212061,2018-03-04,04:39 PM,eBird - Traveling Count,75,1,.402,,1
S34021967,Red-breasted Merganser,Mergus serrator,728,400,US-VA,Virginia Beach,L718307,**Back Bay NWR,36.672127,-75.915661,2017-01-29,09:55 AM,eBird - Traveling Count,185,1,3.219,,1
S41772498,Ruddy Duck,Oxyura jamaicensis,736,1,US-VA,Hampton,L718480,Grandview Nature Preserve,37.0869534,-76.2774324,2018-01-09,08:33 AM,eBird - Traveling Count,270,1,6.437,,1,,,,81289671
S50972497,Ruddy Duck,Oxyura jamaicensis,736,25,US-CA,Imperial,L981546,Kershaw Rd. pond,33.0694785,-115.5073947,2018-12-26,08:00 AM,eBird - Stationary Count,20,1,,,1
S78263287,Ruddy Duck,Oxyura jamaicensis,736,90,US-VA,James City,L718829,York River State Park,37.414,-76.7147,2020-12-30,09:47 AM,eBird - Traveling Count,194,1,6.437,,2
S50932498,Ruddy Duck,Oxyura jamaicensis,736,8,US-AZ,Maricopa,L247950,Phoenix Zoo,33.4516913,-111.9480357,2018-12-24,01:53 PM,eBird - Traveling Count,120,1,4.023,,1
S32396853,Ruddy Duck,Oxyura jamaicensis,736,2,US-TX,Midland,L981552,I-20 Pond/Jenna Welch Nature Ctr. (FWTX 55),31.9630947,-102.1210903,2016-04-09,07:30 AM,eBird - Traveling Count,180,1,4.023,,1
S52339044,Ruddy Duck,Oxyura jamaicensis,736,2,US-VA,Newport News,L718297,Anderson Park,36.9808722,-76.3984537,2019-02-03,11:07 AM,eBird - Traveling Count,30,1,.161,,1
S138423781,Ruddy Duck,Oxyura jamaicensis,736,1,US-VA,Newport News,L11349416,Camp Morrison,37.03944,-76.464139,2023-05-19,05:49 PM,eBird - Stationary Count,4,1,,,1,,Late individual. Associating with geese and trailing around behind a couple of goslings.
S52339028,Ruddy Duck,Oxyura jamaicensis,736,60,US-VA,Newport News,L5419658,Huntington Park,37.0190531,-76.4543456,2019-02-03,12:46 PM,eBird - Traveling Count,25,1,.241,,1
S41724060,Ruddy Duck,Oxyura jamaicensis,736,1,US-VA,Newport News,L5292802,King-Lincoln Park,36.9686017,-76.4106631,2018-01-07,03:43 PM,eBird - Traveling Count,60,1,1.609,,1
S41753428,Ruddy Duck,Oxyura jamaicensis,736,30,US-VA,Newport News,L5292802,King-Lincoln Park,36.9686017,-76.4106631,2018-01-08,02:56 PM,eBird - Traveling Count,120,1,1.127,,1,,,,81197861
S41796546,Ruddy Duck,Oxyura jamaicensis,736,40,US-VA,Newport News,L5292802,King-Lincoln Park,36.9686017,-76.4106631,2018-01-10,12:52 PM,eBird - Traveling Count,60,1,.644,,1
S41874161,Ruddy Duck,Oxyura jamaicensis,736,11,US-VA,Newport News,L5292802,King-Lincoln Park,36.9686017,-76.4106631,2018-01-13,02:53 PM,eBird - Traveling Count,30,1,.322,,1
S42044959,Ruddy Duck,Oxyura jamaicensis,736,12,US-VA,Newport News,L5292802,King-Lincoln Park,36.9686017,-76.4106631,2018-01-18,11:16 AM,eBird - Traveling Count,45,1,.322,,1
S42091763,Ruddy Duck,Oxyura jamaicensis,736,12,US-VA,Newport News,L5292802,King-Lincoln Park,36.9686017,-76.4106631,2018-01-20,08:05 AM,eBird - Traveling Count,90,1,.402,,3,,,44° windy
S42440489,Ruddy Duck,Oxyura jamaicensis,736,2,US-VA,Newport News,L5292802,King-Lincoln Park,36.9686017,-76.4106631,2018-02-02,04:09 PM,eBird - Traveling Count,55,1,.483,,1
S35907941,Ruddy Duck,Oxyura jamaicensis,736,1,US-VA,Newport News,L523043,Mariners' Museum Park/The Noland Trail,37.0514439,-76.478802,2017-04-12,06:33 PM,eBird - Traveling Count,50,1,.402,,1
S52145450,Ruddy Duck,Oxyura jamaicensis,736,1,US-VA,Newport News,L523043,Mariners' Museum Park/The Noland Trail,37.0514439,-76.478802,2019-01-28,03:37 PM,eBird - Traveling Count,45,1,1.609,,1
S33608090,Ruddy Duck,Oxyura jamaicensis,736,6,US-VA,Newport News,L3015438,Riverview Farm Park,37.0884939,-76.5302038,2017-01-11,01:10 PM,eBird - Traveling Count,45,1,.402,,1
S51592723,Ruddy Duck,Oxyura jamaicensis,736,10,US-VA,Newport News,L3015438,Riverview Farm Park,37.0884939,-76.5302038,2019-01-12,12:01 PM,eBird - Traveling Count,50,1,.161,,1
S52134578,Ruddy Duck,Oxyura jamaicensis,736,40,US-VA,Newport News,L3015438,Riverview Farm Park,37.0884939,-76.5302038,2019-01-28,11:21 AM,eBird - Traveling Count,34,1,.08,,1
S52513669,Ruddy Duck,Oxyura jamaicensis,736,80,US-VA,Newport News,L3015438,Riverview Farm Park,37.0884939,-76.5302038,2019-02-09,09:46 AM,eBird - Stationary Count,3,1,,,1
S32401733,Ruddy Duck,Oxyura jamaicensis,736,4,US-VA,Newport News,L5042910,Stony Run Athletic Complex,37.1413538,-76.539613,2016-11-06,10:00 AM,eBird - Traveling Count,165,1,3.219,,1,,,,39144171
S32432874,Ruddy Duck,Oxyura jamaicensis,736,6,US-VA,Newport News,L5042910,Stony Run Athletic Complex,37.1413538,-76.539613,2016-11-08,07:15 AM,eBird - Traveling Count,200,1,2.414,,1
S33058992,Ruddy Duck,Oxyura jamaicensis,736,3,US-VA,Newport News,L5042910,Stony Run Athletic Complex,37.1413538,-76.539613,2016-12-17,11:40 AM,eBird - Traveling Count,90,1,1.207,,1,,,Meandering loop around the pond
S40699018,Ruddy Duck,Oxyura jamaicensis,736,7,US-VA,Newport News,L5042910,Stony Run Athletic Complex,37.1413538,-76.539613,2017-11-24,10:57 AM,eBird - Traveling Count,98,1,1.988,,1
S41987100,Ruddy Duck,Oxyura jamaicensis,736,1,US-VA,Newport News,L5042910,Stony Run Athletic Complex,37.1413538,-76.539613,2018-01-17,08:56 AM,eBird - Traveling Count,70,1,.402,,1
S42185322,Ruddy Duck,Oxyura jamaicensis,736,3,US-VA,Newport News,L5042910,Stony Run Athletic Complex,37.1413538,-76.539613,2018-01-23,02:44 PM,eBird - Traveling Count,90,1,.805,,1
S42457690,Ruddy Duck,Oxyura jamaicensis,736,1,US-VA,Newport News,L5042910,Stony Run Athletic Complex,37.1413538,-76.539613,2018-02-03,11:47 AM,eBird - Traveling Count,45,1,.402,,1,,,,84450841
S49720247,Ruddy Duck,Oxyura jamaicensis,736,12,US-VA,Newport News,L5042910,Stony Run Athletic Complex,37.1413538,-76.539613,2018-11-06,11:46 AM,eBird - Traveling Count,90,1,.483,,1
S49822090,Ruddy Duck,Oxyura jamaicensis,736,5,US-VA,Newport News,L5042910,Stony Run Athletic Complex,37.1413538,-76.539613,2018-11-10,07:56 AM,eBird - Traveling Count,90,1,.644,,1
S50338198,Ruddy Duck,Oxyura jamaicensis,736,11,US-VA,Newport News,L5042910,Stony Run Athletic Complex,37.1413538,-76.539613,2018-12-01,09:20 AM,eBird - Stationary Count,10,1,,,1
S51589158,Ruddy Duck,Oxyura jamaicensis,736,5,US-VA,Newport News,L5042910,Stony Run Athletic Complex,37.1413538,-76.539613,2019-01-12,10:12 AM,eBird - Traveling Count,90,1,.483,,1
S52032878,Ruddy Duck,Oxyura jamaicensis,736,4,US-VA,Newport News,L5042910,Stony Run Athletic Complex,37.1413538,-76.539613,2019-01-25,03:33 PM,eBird - Traveling Count,40,1,.08,,1,,,,136989221 136989281
S82808916,Ruddy Duck,Oxyura jamaicensis,736,3,US-VA,Newport News,L5042910,Stony Run Athletic Complex,37.1413538,-76.539613,2021-03-05,01:50 PM,eBird - Stationary Count,7,1,,,1
S44330769,Ruddy Duck,Oxyura jamaicensis,736,2,US-TX,Travis,L130766,Hornsby Bend (HOTE 037),30.2181988,-97.6458054,2018-04-07,11:50 AM,eBird - Traveling Count,45,1,2.414,,1,,,Cold and windy. Birded from car
S49743707,Ruddy Duck,Oxyura jamaicensis,736,1,US-VA,Virginia Beach,L2071147,Sherwood Lakes,36.7436987,-76.0185242,2018-11-07,04:30 PM,eBird - Traveling Count,42,1,.402,,1
S50895292,Ruddy Duck,Oxyura jamaicensis,736,30,US-AZ,Yavapai,L1092125,Sedona Wetlands Preserve,34.829,-111.8964,2018-12-23,08:11 AM,eBird - Traveling Count,30,1,1.609,,1
S96424660,duck sp.,Anatidae (duck sp.),750,1,US-VA,Portsmouth,L16683269,"SR-164 W, Portsmouth US-VA (36.8735,-76.3791)",36.873528,-76.379102,2021-10-19,10:30 AM,eBird - Casual Observation,,0,,,1,,,"Seen while driving on 164 W in small pond to the right just after Cedar Ln overpass. Clearly a drake, the second duck I did not see clearly enough to determine species, tho perhaps a hen BWTE."
S38428764,Plain Chachalaca,Ortalis vetula,811,11,US-TX,Cameron,L129070,Sabal Palm Sanctuary (LTC 042),25.85233,-97.4176839,2017-08-01,07:28 AM,eBird - Traveling Count,280,1,6.437,,1
S38445792,Plain Chachalaca,Ortalis vetula,811,6,US-TX,Hidalgo,L129085,Santa Ana NWR (LTC 059),26.0813003,-98.1351399,2017-08-02,09:00 AM,eBird - Traveling Count,270,1,4.828,,1
S32801587,Gray-headed Chachalaca,Ortalis cinereiceps,816,1,CR-P,,L311635,Monteverde,10.30702,-84.80974,2016-07-27,06:30 AM,eBird - Traveling Count,270,1,5.,,3,,,,135323691
S58324316,Rusty-margined Guan,Penelope superciliaris,855,2,AR-N,Iguazú,L9670960,"Iguazu National Park, Iguazú AR-Misiones (-25.6749,-54.4554)",-25.674872,-54.455443,2019-07-20,08:00 AM,eBird - Traveling Count,300,1,11.265,,1,,,Sendero Macuco followed by walk to and from Garganta del Diablo.
S58347863,Rusty-margined Guan,Penelope superciliaris,855,1,BR-PR,,L5237751,Parque das Aves,-25.6139283,-54.4825664,2019-07-21,11:23 AM,eBird - Traveling Count,120,1,.966,,1,,,At Parque das Aves. All listed birds flying freely. Duh.
S32769724,Yungas Guan,Penelope bridgesi,877,5,AR-A,Capital,L2763318,Cerro San Bernardo,-24.7895,-65.3928333,2016-07-03,08:00 AM,eBird - Traveling Count,150,1,2.5,,1,,,,41205871
S32801857,Great Curassow,Crax rubra,912,1,CR-A,,L1469245,Las Heliconias Lodge and hanging bridges,10.7136354,-85.0409269,2016-07-29,07:00 AM,eBird - Traveling Count,60,1,1.,,1
S32885643,Great Curassow,Crax rubra,912,1,CR-G,,L445651,PN Palo Verde (área general),10.3657374,-85.3265885,2016-08-02,02:00 PM,eBird - Traveling Count,420,0,4.828,,2,,,COPA and 1 BTTH seen while driving through the park on a guided night tour with OST ranger.
S157641731,Helmeted Guineafowl,Numida meleagris,930,15,CU-05,,L28502163,"Guanayara, Topes de Collantes",21.959358,-80.042124,2023-12-22,02:40 PM,eBird - Traveling Count,180,1,6.437,,2,,"Domesticated, presented around populated area near restaurant at end of trail.",Hike with family at Topes de collantes
S157511262,Helmeted Guineafowl,Numida meleagris,930,150,CU-07,,L28502090,Presa de Pozas,22.097611,-79.6046,2023-12-25,07:21 AM,eBird - Traveling Count,180,1,6.437,,2,,Large group of domesticated Guineafowl loose in expansive pasture/field with cows and goats. Estimate based on counting in groups of 10.,Early AM to lake north of the highway
S38441399,Northern Bobwhite,Colinus virginianus,979,1,US-TX,Cameron,L389757,Old Port Isabel Rd,26.0057269,-97.4183462,2017-08-01,03:16 PM,eBird - Traveling Count,90,1,8.047,,1
S137020789,Northern Bobwhite,Colinus virginianus,979,2,US-VA,Henrico,L24217019,"9156–9334 Deep Bottom Rd, Henrico US-VA (37.4092,-77.3116)",37.409151,-77.31155,2023-05-11,06:24 AM,eBird - Stationary Count,5,1,,,1
S37830488,Northern Bobwhite,Colinus virginianus,979,1,US-VA,Isle of Wight,L6025291,"13097–13411 Burwells Bay Rd, Smithfield US-VA (37.0536,-76.6909)",37.053578,-76.690943,2017-06-27,11:15 AM,eBird - Stationary Count,10,1,,,1,S Singing Bird
S38417239,Northern Bobwhite,Colinus virginianus,979,1,US-TX,Kleberg,L1317883,Riviera School pond,27.2967542,-97.8084683,2017-07-31,04:29 PM,eBird - Stationary Count,20,1,,,1,,Heard.
S38461672,Northern Bobwhite,Colinus virginianus,979,7,US-TX,La Salle,L2577377,Chaparral WMA (La Salle Co. portion),28.2923646,-99.3832898,2017-08-03,11:43 AM,eBird - Traveling Count,180,1,11.265,,1
S38187575,Northern Bobwhite,Colinus virginianus,979,3,US-VA,Northampton,L1007732,Magothy Bay Natural Area Preserve,37.1524498,-75.9502029,2017-07-17,10:29 AM,eBird - Traveling Count,150,1,2.414,,1
S70910156,Northern Bobwhite,Colinus virginianus,979,1,US-WV,Randolph,L11790144,"Monongahela National Forest, Harman US-WV 38.73880, -79.60284",38.738802,-79.602838,2020-06-26,08:05 PM,eBird - Traveling Count,120,1,3.219,,1
S44786356,Northern Bobwhite,Colinus virginianus,979,2,US-VA,Suffolk,L655259,Great Dismal Swamp NWR--Washington Ditch,36.6356416,-76.5142822,2018-04-21,07:55 AM,eBird - Traveling Count,300,1,8.449,,1
